Statistical profiling result from isolate-0x102801e00-v8.log, (2581 ticks, 222 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            LazyCompile: ~Module.load module.js:564:33
      1    2.4%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/traverse/lib/visitors.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~require.extensions.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:150:38
      1    2.4%      LazyCompile: ~urlencoded /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/body-parser/lib/types/urlencoded.js:43:21
      1  100.0%        LazyCompile: ~exports.default.app /Users/gustavo/Workspace/pessoal/DDDBase/src/presentation/http/common/body.js:3:1
      1  100.0%          LazyCompile: ~module.exports.config /Users/gustavo/Workspace/pessoal/DDDBase/src/presentation/http/server/index.js:8:18
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/src/index.js:1:11
      1    2.4%      LazyCompile: ~thru /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:8796:18
      1  100.0%        LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:4373:43
      1  100.0%          LazyCompile: ~arrayReduce /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:675:23
      1  100.0%            LazyCompile: ~baseWrapperValue /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:4368:30
      1    2.4%      LazyCompile: ~retrieveSourceMapURL /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map-support/source-map-support.js:103:30
      1  100.0%        LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map-support/source-map-support.js:140:34
      1  100.0%          LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map-support/source-map-support.js:51:18
      1  100.0%            LazyCompile: ~mapSourcePosition /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map-support/source-map-support.js:167:27
      1    2.4%      LazyCompile: ~r.exports /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/cpf/dist/cpf.min.js:2:3485
      1  100.0%        LazyCompile: ~isValidDocument /Users/gustavo/Workspace/pessoal/DDDBase/src/domain/blacklist/validators/cpfValidator.js:4:25
      1  100.0%          LazyCompile: ~verify /Users/gustavo/Workspace/pessoal/DDDBase/src/domain/blacklist/controllers/checkBlacklist.js:10:15
      1  100.0%            LazyCompile: ~app.route.get /Users/gustavo/Workspace/pessoal/DDDBase/src/presentation/http/common/routes/index.js:13:7
      1    2.4%      LazyCompile: ~parserOnMessageComplete _http_common.js:145:33
      1    2.4%      LazyCompile: ~parserOnIncoming _http_server.js:562:26
      1  100.0%        LazyCompile: ~parserOnHeadersComplete _http_common.js:61:33
      1    2.4%      LazyCompile: ~parse url.js:104:37
      1  100.0%        LazyCompile: ~urlParse url.js:96:18
      1  100.0%          LazyCompile: ~validate_config /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/node-pre-gyp/lib/util/versioning.js:195:25
      1  100.0%            LazyCompile: ~exports.find /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/node-pre-gyp/lib/pre-binding.js:16:24
      1    2.4%      LazyCompile: ~notEnumerableProp /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/util.js:89:27
      1  100.0%        LazyCompile: ~module.exports /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:2:26
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/bluebird.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:617:37
      1    2.4%      LazyCompile: ~module.exports /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/core-js/library/modules/_ctx.js:3:27
      1  100.0%        LazyCompile: ~$export /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/core-js/library/modules/_export.js:8:24
      1  100.0%          LazyCompile: ~module.exports /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/core-js/library/modules/_iter-define.js:18:27
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/core-js/library/modules/es6.array.iterator.js:1:11
      1    2.4%      LazyCompile: ~maybeInherit /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-core/lib/transformation/plugin.js:112:56
      1  100.0%        LazyCompile: ~init /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-core/lib/transformation/plugin.js:124:40
      1  100.0%          LazyCompile: ~normalisePlugin /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-core/lib/transformation/file/options/option-manager.js:141:59
      1  100.0%            LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-core/lib/transformation/file/options/option-manager.js:158:33
      1    2.4%      LazyCompile: ~insertQuery /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/abstract/query-generator.js:77:14
      1  100.0%        LazyCompile: ~insert /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/query-interface.js:893:9
      1  100.0%          LazyCompile: ~Promise.try.then.then.then /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/model.js:3661:13
      1  100.0%            LazyCompile: ~tryCatcher /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/util.js:12:20
      1    2.4%      LazyCompile: ~init /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise_array.js:36:45
      1  100.0%        LazyCompile: ~ReductionPromiseArray /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/reduce.js:12:31
      1  100.0%          LazyCompile: ~reduce /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/reduce.js:128:16
      1  100.0%            LazyCompile: ~Promise.reduce /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/reduce.js:116:27
      1    2.4%      LazyCompile: ~handle /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/express/lib/application.js:158:29
      1  100.0%        LazyCompile: ~app /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/express/lib/express.js:38:21
      1  100.0%          LazyCompile: ~emit events.js:108:44
      1  100.0%            LazyCompile: ~parserOnIncoming _http_server.js:562:26
      1    2.4%      LazyCompile: ~done /Users/gustavo/Workspace/pessoal/DDDBase/test/e2e/http/blacklist.spec.js:89:46
      1  100.0%        LazyCompile: ~callFnAsync /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/runnable.js:399:23
      1  100.0%          LazyCompile: ~Runnable.run /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/runnable.js:275:34
      1  100.0%            LazyCompile: ~Runner.runTest /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/runner.js:433:36
      1    2.4%      LazyCompile: ~createDebug /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/traverse/node_modules/debug/src/common.js:64:22
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/traverse/lib/path/index.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      1    2.4%      LazyCompile: ~create /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/interfaces/common.js:103:30
      1  100.0%        LazyCompile: ~context.describe.context.context /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/mocha/lib/interfaces/bdd.js:39:50
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/test/unit/domain/addBlackList.spec.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:617:37
      1    2.4%      LazyCompile: ~baseIsNative /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:3415:26
      1  100.0%        LazyCompile: ~getNative /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:5978:23
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1475:35
      1  100.0%            Script: ~runInContext /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1406:44
      1    2.4%      LazyCompile: ~_getSafeKey /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/abstract/query-generator.js:2318:14
      1  100.0%        LazyCompile: ~_joinKeyValue /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/abstract/query-generator.js:2307:16
      1  100.0%          LazyCompile: ~whereItemQuery /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/abstract/query-generator.js:2054:17
      1  100.0%            LazyCompile: ~Utils.getComplexKeys.forEach.prop /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/abstract/query-generator.js:1995:43
      1    2.4%      LazyCompile: ~_conformOptions /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/model.js:196:25
      1  100.0%        LazyCompile: ~init /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/model.js:719:14
      1  100.0%          LazyCompile: ~define /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/sequelize.js:334:9
      1  100.0%            LazyCompile: ~exports.default /Users/gustavo/Workspace/pessoal/DDDBase/src/infrastructure/store/relational/blacklist/schemas/blackList.js:1:1257
      1    2.4%      LazyCompile: ~Writable.end _stream_writable.js:552:34
      1  100.0%        LazyCompile: ~Socket.end net.js:509:32
      1  100.0%          LazyCompile: ~Socket.destroySoon net.js:537:40
      1  100.0%            LazyCompile: ~resOnFinish _http_server.js:522:21
      1    2.4%      LazyCompile: ~ThemeSetProto.addTheme /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/gauge/theme-set.js:24:35
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/gauge/themes.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      1    2.4%      LazyCompile: ~Socket net.js:189:16
      1  100.0%        LazyCompile: ~WriteStream tty.js:64:21
      1  100.0%          LazyCompile: ~createWritableStdioStream internal/process/stdio.js:142:35
      1  100.0%            LazyCompile: ~getStdout internal/process/stdio.js:12:21
      1    2.4%      LazyCompile: ~Request /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/superagent/lib/node/index.js:135:17
      1  100.0%        LazyCompile: ~Test /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/supertest/lib/test.js:28:14
      1  100.0%          LazyCompile: ~obj.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/supertest/index.js:24:27
      1  100.0%            LazyCompile: ~done /Users/gustavo/Workspace/pessoal/DDDBase/test/e2e/http/blacklist.spec.js:21:47
      1    2.4%      LazyCompile: ~ReductionPromiseArray /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/reduce.js:12:31
      1  100.0%        LazyCompile: ~reduce /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/reduce.js:128:16
      1  100.0%          LazyCompile: ~Promise.reduce /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/reduce.js:116:27
      1  100.0%            LazyCompile: ~Promise.each /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/each.js:23:25
      1    2.4%      LazyCompile: ~Readable.on /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/readable-stream/lib/_stream_readable.js:740:34
      1  100.0%        LazyCompile: ~Readable.pipe /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/readable-stream/lib/_stream_readable.js:541:36
      1  100.0%          LazyCompile: ~add /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/winston/lib/winston/logger.js:263:6
      1  100.0%            LazyCompile: ~transports.forEach.transport /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/winston/lib/winston/logger.js:79:26
      1    2.4%      LazyCompile: ~Promise._execute /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/debuggability.js:311:38
      1  100.0%        LazyCompile: ~Promise._resolveFromExecutor /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:477:51
      1  100.0%          LazyCompile: ~Promise /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:70:17
      1  100.0%            LazyCompile: ~Promise.map.tableName /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/dialects/sqlite/query.js:280:44
      1    2.4%      LazyCompile: ~Object.assign.args /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/template/lib/builder.js:24:24
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/istanbul-lib-instrument/dist/visitor.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      1    2.4%      LazyCompile: ~ClientRequest _http_client.js:80:23
      1  100.0%        LazyCompile: ~request http.js:37:17
      1  100.0%          LazyCompile: ~Request.request /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/superagent/lib/node/index.js:569:37
      1  100.0%            LazyCompile: ~Request.end /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/superagent/lib/node/index.js:763:33
      1    2.4%      LazyCompile: ~ArraySet_fromArray /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map/lib/array-set.js:26:49
      1  100.0%        LazyCompile: ~BasicSourceMapConsumer /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map/lib/source-map-consumer.js:282:32
      1  100.0%          LazyCompile: ~SourceMapConsumer /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map/lib/source-map-consumer.js:14:27
      1  100.0%            LazyCompile: ~mapSourcePosition /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/source-map-support/source-map-support.js:167:27
      1    2.4%      LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:18:18
      1  100.0%        Script: ~VERSION /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:7:11
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:617:37
      1    2.4%      Builtin: ArrayForEach
      1  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/winston/lib/winston.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:617:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      8   11.9%    T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      3   37.5%      Builtin: RegExpPrototypeMatch
      3  100.0%        LazyCompile: ~match native string.js:12:6
      2   66.7%          LazyCompile: ~_apply_rules /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/inflection/lib/inflection.js:590:29
      1   50.0%            LazyCompile: ~singularize /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/inflection/lib/inflection.js:691:28
      1   50.0%            LazyCompile: ~pluralize /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/inflection/lib/inflection.js:669:26
      1   33.3%          LazyCompile: ~removeFormattingTokens /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment/moment.js:580:36
      1  100.0%            LazyCompile: ~makeFormatFunction /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment/moment.js:587:32
      3   37.5%      Builtin: RegExpPrototypeExec
      1   33.3%        LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:548:38
      1  100.0%          LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:226:25
      1  100.0%            LazyCompile: ~each /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:134:16
      1   33.3%        LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:533:38
      1  100.0%          LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:226:25
      1  100.0%            LazyCompile: ~each /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:134:16
      1   33.3%        LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:515:38
      1  100.0%          LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:226:25
      1  100.0%            LazyCompile: ~forOwn /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/platform/platform.js:168:18
      2   25.0%      Builtin: RegExpPrototypeTest
      1   50.0%        LazyCompile: ~supportsColor /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/colors/lib/system/supports-colors.js:58:23
      1  100.0%          LazyCompile: ~getSupportLevel /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/colors/lib/system/supports-colors.js:142:25
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/colors/lib/system/supports-colors.js:1:11
      1   50.0%        LazyCompile: ~Gauge /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/gauge/index.js:19:16
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/npmlog/log.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:617:37
      2    3.0%    T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/parser/lib/index.js:1:11
      1  100.0%        LazyCompile: ~Module._compile module.js:617:37
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:669:37
      1  100.0%            LazyCompile: ~require.extensions.(anonymous function) /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:150:38
      1   50.0%      LazyCompile: ~forEachModel /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/model-manager.js:45:15
      1  100.0%        LazyCompile: ~Promise.try.then.then /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/sequelize.js:706:13
      1  100.0%          LazyCompile: ~tryCatcher /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/util.js:12:20
      1  100.0%            LazyCompile: ~Promise._settlePromiseFromHandler /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:496:56
      2    3.0%    LazyCompile: ~overRest /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:6552:22
      1   50.0%      LazyCompile: ~flatRest /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:5846:22
      1  100.0%        Script: ~runInContext /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1406:44
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:9:11
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1:11
      1   50.0%      LazyCompile: ~baseRest /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:3933:22
      1  100.0%        Script: ~runInContext /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1406:44
      1  100.0%          Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:9:11
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/lodash/lodash.js:1:11
      1    1.5%    T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~_interopRequireWildcard /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/generator/lib/node/whitespace.js:18:33
      1  100.0%        LazyCompile: ~t /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/generator/lib/node/whitespace.js:8:11
      1  100.0%          LazyCompile: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/@babel/generator/lib/node/whitespace.js:179:151
      1  100.0%            Builtin: ArrayForEach
      1    1.5%    T v8::internal::Runtime_RegExpExecMultiple(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Builtin: StringPrototypeReplace
      1  100.0%        LazyCompile: ~pathtoRegexp /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/path-to-regexp/index.js:28:22
      1  100.0%          LazyCompile: ~Layer /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/express/lib/router/layer.js:33:15
      1  100.0%            LazyCompile: ~use /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/express/lib/router/index.js:428:25
      1    1.5%    T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~arrayToInt /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:92:22
      1  100.0%        LazyCompile: ~addToGuesses /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:298:24
      1  100.0%          LazyCompile: ~addZone /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:382:19
      1  100.0%            LazyCompile: ~loadData /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/moment-timezone/moment-timezone.js:460:20
      1    1.5%    T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~generateHolderClass /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/join.js:28:39
      1  100.0%        LazyCompile: ~module.exports /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/join.js:3:9
      1  100.0%          LazyCompile: ~module.exports /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/bluebird/js/release/promise.js:2:26
      1  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/sequelize/lib/promise.js:1:11

     62    2.4%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     62  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     55   88.7%      LazyCompile: ~toString buffer.js:644:46
     55  100.0%        Stub: CEntryStub {1}
     55  100.0%          LazyCompile: ~load /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/cache.js:51:14
     55  100.0%            Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:1:11
      7   11.3%      LazyCompile: ~stringSlice buffer.js:589:21
      7  100.0%        LazyCompile: ~toString buffer.js:644:46
      7  100.0%          LazyCompile: ~fs.readFileSync fs.js:565:27
      6   85.7%            LazyCompile: ~Module._extensions..js module.js:669:37
      1   14.3%            LazyCompile: ~Module._extensions..json module.js:676:39

     61    2.4%  T v8::internal::JsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
     61  100.0%    T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
     61  100.0%      LazyCompile: ~stringify /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/core-js/library/fn/json/stringify.js:3:36
     61  100.0%        LazyCompile: ~save /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/cache.js:32:14
     31   50.8%          LazyCompile: ~emit events.js:108:44
     31  100.0%            LazyCompile: ~process.exit internal/process.js:141:26
     30   49.2%          LazyCompile: ~_tickCallback internal/process/next_tick.js:123:25
     30  100.0%            LazyCompile: ~Module.runMain module.js:699:26

     43    1.7%  T ___kdebug_trace_string

     33    1.3%  t __os_unfair_lock_lock_slow
      8   24.2%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      8  100.0%      LazyCompile: ~load /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/cache.js:51:14
      8  100.0%        Script: ~<anonymous> /Users/gustavo/Workspace/pessoal/DDDBase/node_modules/babel-register/lib/node.js:1:11
      8  100.0%          LazyCompile: ~Module._compile module.js:617:37
      8  100.0%            LazyCompile: ~Module._extensions..js module.js:669:37
      1    3.0%    T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~resolve path.js:1164:28
      1  100.0%        LazyCompile: ~Module._nodeModulePaths module.js:311:37
      1  100.0%          LazyCompile: ~Module.load module.js:564:33
      1  100.0%            LazyCompile: ~tryModuleLoad module.js:510:23

     30    1.2%  t node::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
     30  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     30  100.0%      LazyCompile: ~stat module.js:51:14
     17   56.7%        LazyCompile: ~tryFile module.js:162:17
     16   94.1%          LazyCompile: ~tryExtensions module.js:177:23
     16  100.0%            LazyCompile: ~Module._findPath module.js:189:28
      1    5.9%          LazyCompile: ~tryPackage module.js:142:20
      1  100.0%            LazyCompile: ~Module._findPath module.js:189:28
     13   43.3%        LazyCompile: ~Module._findPath module.js:189:28
     13  100.0%          LazyCompile: ~Module._resolveFilename module.js:522:35
     13  100.0%            LazyCompile: ~Module._load module.js:455:24

